id,exercise_id,name,default_equipment,available_equipment,exercise_types,primary_muscles,secondary_muscles,body_parts,starting_weight_lbs,starting_weight_kg,default_warmup_weight,description,instructions,tips,video_url,image_url_small,image_url_large,has_custom_image,difficulty_level,safety_rating,is_compound,is_unilateral,requires_spotter,is_active,created_at,updated_at
c199125c-c8cb-4b74-9d1d-3d67423ef6fb,tricep_pushdown,Tricep Pushdown,cable,"[""cable""]","[""push"",""upper"",""arms""]","[""triceps""]","[""anterior_deltoid""]","[""upper_body""]",60.00,27.00,40.00,"## Setup
1. Stand at cable machine
2. Grip rope or bar with both hands
3. Elbows at sides
4. Slight lean forward

## Execution
1. Push weight down by extending elbows
2. Keep upper arms stationary
3. Full lockout at bottom
4. Control the return

## Tips
- Don't let elbows drift forward
- Focus on tricep contraction
- Keep wrists straight
- Don't use momentum",,,,,,false,2,1,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
c519c62b-0952-4379-8d37-085676779582,snatch,Snatch,barbell,"[""barbell"",""dumbbell""]","[""power"",""full_body""]","[""shoulders"",""traps"",""quadriceps"",""glutes""]","[""triceps"",""core"",""hamstrings"",""lats""]","[""full_body""]",75.00,35.00,45.00,"## Setup
1. Wide grip on bar, feet hip-width
2. Bar over mid-foot
3. Chest up, back straight
4. Shoulders over bar

## Execution
1. Pull bar up explosively
2. Full body extension
3. Pull under bar overhead
4. Catch in overhead squat
5. Stand up with weight overhead

## Tips
- Most technical Olympic lift
- Requires excellent mobility
- Start with overhead squats
- Seek qualified coaching",,,,,,false,5,5,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
c5d729a3-4424-430f-8e82-afaa52b9b3d2,shoulder_dislocations,Shoulder Dislocations,resistance_band,"[""resistance_band"",""pvc_pipe""]","[""mobility"",""upper""]","[""shoulders""]","[""chest"",""lats""]","[""upper_body""]",,,,"## Setup
1. Hold band/pipe with wide grip
2. Arms straight, band in front
3. Stand tall with good posture
4. Core engaged

## Execution
1. Rotate arms overhead and behind back
2. Keep arms straight throughout
3. Return to front position
4. Control the movement

## Tips
- Start with very wide grip
- Don't force the range of motion
- Great for shoulder mobility
- Can adjust grip width as needed",,,,,,false,2,1,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
d22a0525-fee4-47e9-b6a0-309414b78285,tricep_dip,Tricep Dip,bodyweight,"[""bodyweight"",""dip_bar""]","[""push"",""upper"",""arms""]","[""triceps""]","[""chest"",""anterior_deltoid""]","[""upper_body""]",,,,"## Setup
1. Grip parallel bars or bench edge
2. Support body weight on straight arms
3. Keep shoulders over wrists
4. Legs can be bent (easier) or straight (harder)

## Execution
1. Lower body by bending elbows
2. Descend until shoulders below elbows
3. Press back up to starting position
4. Lock out arms at top

## Tips
- Keep elbows close to body
- Don't go too low if shoulders are tight
- Lean slightly forward for more chest
- Stay upright for more triceps focus",,,,,,false,3,2,true,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
d8e66214-3099-4bb5-af22-3bf4a8d144aa,farmers_walk,Farmers Walk,dumbbell,"[""dumbbell"",""kettlebell"",""farmer_handles""]","[""core"",""grip""]","[""forearms"",""traps"",""core""]","[""glutes"",""calves"",""rhomboids""]","[""full_body""]",50.00,22.00,30.00,"## Setup
1. Hold heavy weight in each hand
2. Stand tall, shoulders back
3. Core engaged, chest up
4. Arms hanging naturally

## Execution
1. Walk forward with controlled steps
2. Maintain upright posture
3. Don't let weights sway
4. Continue for distance/time

## Tips
- Keep shoulders pulled back
- Take normal-sized steps
- Focus on grip and posture
- Don't let weights hit legs",,,,,,false,2,1,false,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
e0bf7c83-4afa-4d64-86d7-5e9d8ace2f5d,push_up,Push-up,bodyweight,"[""bodyweight""]","[""push"",""upper""]","[""chest"",""triceps"",""anterior_deltoid""]","[""core""]","[""upper_body""]",,,,"## Setup
1. Start in plank position
2. Hands slightly wider than shoulders
3. Body in straight line
4. Core engaged

## Execution
1. Lower chest toward floor
2. Keep body straight
3. Push back to start position
4. Full range of motion

## Tips
- Don't let hips sag or pike
- Go to chest, not just halfway
- Modify on knees if needed
- Progress to harder variations",,,,,,false,2,1,true,false,false,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
e72474f3-61b8-43d3-9760-594e9fe623ef,hanging_leg_raise,Hanging Leg Raise,pullup_bar,"[""pullup_bar"",""dip_bar""]","[""core""]","[""abs"",""hip_flexors""]","[""forearms"",""lats""]","[""core""]",,,,"## Setup
1. Hang from pull-up bar with arms extended
2. Keep shoulders active (not completely relaxed)
3. Start with legs straight down
4. Engage core to prevent swinging

## Execution
1. Lift legs up toward chest
2. Keep legs straight or bent at knees
3. Pause at top when knees reach chest
4. Lower legs slowly and controlled

## Tips
- Don't use momentum or swing
- Focus on using abs, not just hip flexors
- Start with bent knees if too difficult
- Control the descent",,,,,,false,4,2,false,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
f62d3c84-b67e-4776-99c3-f5493f1196dc,leg_press,Leg Press,machine,"[""machine""]","[""push"",""lower""]","[""quadriceps"",""glutes""]","[""hamstrings"",""calves""]","[""lower_body""]",180.00,80.00,90.00,"## Setup
1. Sit in leg press machine
2. Feet shoulder-width apart on platform
3. Back flat against pad
4. Core engaged

## Execution
1. Lower weight until knees at 90°
2. Press through heels
3. Don't lock knees completely
4. Control both directions

## Tips
- Don't let knees cave in
- Keep back against pad
- Full range of motion
- Don't go too deep if uncomfortable",,,,,,false,3,2,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
fac2e3df-8ce1-4950-b7f9-8a69edeb4506,battle_ropes,Battle Ropes,battle_ropes,"[""battle_ropes""]","[""cardio"",""upper""]","[""shoulders"",""core""]","[""forearms"",""glutes"",""quadriceps""]","[""full_body""]",,,,"## Setup
1. Anchor ropes around stable object
2. Hold one end in each hand
3. Stand with feet shoulder-width apart
4. Slight bend in knees

## Execution
1. Create waves by alternating arm movements
2. Keep core engaged
3. Various patterns (waves, spirals, slams)
4. Maintain intensity throughout

## Tips
- Keep knees slightly bent
- Engage core to prevent back arch
- Vary the patterns for different stimulus
- Great for cardio and strength",,,,,,false,3,2,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
fae63275-5718-4b98-9be6-159aa48c9c3d,lunge,Lunge,bodyweight,"[""bodyweight"",""dumbbell"",""barbell""]","[""push"",""lower""]","[""quadriceps"",""glutes""]","[""hamstrings"",""calves"",""core""]","[""lower_body""]",,,,"## Setup
1. Stand tall with feet hip-width apart
2. Keep core engaged
3. Hands on hips or at sides
4. Look straight ahead

## Execution
1. Step forward with one leg
2. Lower hips until both knees at 90 degrees
3. Front knee over ankle, back knee hovering
4. Push back to starting position

## Tips
- Keep most weight on front leg
- Don't let front knee drift past toes
- Keep torso upright
- Alternate legs or do all reps on one side",,,,,,false,3,2,true,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
fae740b1-e269-4fc9-9deb-4511aad31f15,overhead_press,Overhead Press,barbell,"[""barbell"",""dumbbell"",""kettlebell""]","[""push"",""upper""]","[""anterior_deltoid"",""triceps""]","[""posterior_deltoid"",""core"",""traps""]","[""upper_body""]",95.00,42.50,45.00,"## Setup
1. Hold bar at shoulder height
2. Feet hip-width apart
3. Core engaged, chest up
4. Elbows slightly forward

## Execution
1. Press bar straight overhead
2. Keep bar path vertical
3. Lock out arms fully
4. Lower with control

## Tips
- Don't arch back excessively
- Squeeze glutes for stability
- Press through whole palm
- Keep core tight throughout",,,,,,false,4,3,true,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
fd6bdbb6-873e-436a-8eef-21f9de6f45a3,dumbbell_flye,Dumbbell Flye,dumbbell,"[""dumbbell"",""cable""]","[""push"",""upper""]","[""chest""]","[""anterior_deltoid"",""biceps""]","[""upper_body""]",25.00,12.00,15.00,"## Setup
1. Lie on bench with dumbbell in each hand
2. Start with arms extended above chest
3. Slight bend in elbows
4. Palms facing each other

## Execution
1. Lower weights in wide arc
2. Feel stretch across chest
3. Squeeze chest to bring weights up
4. Maintain elbow angle throughout

## Tips
- Keep elbow angle constant
- Don't go too heavy
- Focus on chest stretch and squeeze
- Control the eccentric portion",,,,,,false,3,2,false,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
fd7aabd1-9b3c-4d16-b4a8-909651e74f90,sumo_deadlift,Sumo Deadlift,barbell,"[""barbell""]","[""pull"",""lower""]","[""glutes"",""quadriceps"",""hamstrings""]","[""erector_spinae"",""traps"",""core""]","[""lower_body""]",135.00,60.00,95.00,"## Setup
1. Wide stance, toes pointed out
2. Grip bar inside legs, arms vertical
3. Chest up, back neutral
4. Knees track over toes

## Execution
1. Drive through heels and knees out
2. Keep chest up as you rise
3. Full hip extension at top
4. Control the descent

## Tips
- More quad-dominant than conventional
- Shorter range of motion
- Requires hip mobility
- Keep knees tracking out",,,,,,false,4,3,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
